,osgb,nofloors,geometry,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster,interiors,touching,polygon_exposed_wall,polygon_horizontal,bi
200,52401021730045,2,"POLYGON ((531886.25 164571.18, 531887.4 164571.03, 531888.1 164570.95, 531887.47 164566.33, 531885.63 164566.58, 531874.87 164567.94, 531874.85 164568.15, 531875.5 164570.1, 531877.55 164569.8, 531877.89 164572.25, 531886.25 164571.18))",False,5.23,0.169687821171634,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531882.068226572,164569.251079703,3.0,dom,D,B,Mains Gas,WarmAir,Unknown,None,Mains Gas,MultiPoint,Solid,No,Pitched,Yes,Cavity,No,Double,dom0,False,"[52401021730003, 52401021730112]","MULTILINESTRING ((531886.25 164571.18, 531887.4 164571.03, 531888.1 164570.95, 531887.47 164566.33, 531885.63 164566.58), (531874.87 164567.94, 531874.85 164568.15, 531875.5 164570.1, 531877.55 164569.8, 531877.89 164572.25))","POLYGON ((531886.25 164571.18, 531887.4 164571.03, 531888.1 164570.95, 531887.47 164566.33, 531885.63 164566.58, 531874.87 164567.94, 531874.85 164568.15, 531875.5 164570.1, 531877.55 164569.8, 531877.89 164572.25, 531886.25 164571.18))",bi_531882-47_164574-62
201,52401021730046,11,"POLYGON ((531952.3 164703.75, 531952.14 164703.46, 531950.72 164702.11, 531942.95 164694.95, 531939.05 164699.2, 531940 164700.1, 531937.1 164703.25, 531936.05 164702.25, 531932.15 164706.45, 531939.9 164713.6, 531941.5 164715.25, 531948.13 164721.33, 531949.3 164722.4, 531953.25 164718.2, 531952.3 164717.25, 531955.05 164714.3, 531956.1 164715.25, 531960.1 164710.95, 531952.3 164703.75))",False,29.96,0.135065590979496,dom4,1945-1980,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,531946.135726261,164708.697610028,3.0,dom,D,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,System,No,Double (pre 2002),dom4,False,[],"LINESTRING (531952.3 164703.75, 531952.14 164703.46, 531950.72 164702.11, 531942.95 164694.95, 531939.05 164699.2, 531940 164700.1, 531937.1 164703.25, 531936.05 164702.25, 531932.15 164706.45, 531939.9 164713.6, 531941.5 164715.25, 531948.13 164721.33, 531949.3 164722.4, 531953.25 164718.2, 531952.3 164717.25, 531955.05 164714.3, 531956.1 164715.25, 531960.1 164710.95, 531952.3 164703.75)","POLYGON ((531952.3 164703.75, 531952.14 164703.46, 531950.72 164702.11, 531942.95 164694.95, 531939.05 164699.2, 531940 164700.1, 531937.1 164703.25, 531936.05 164702.25, 531932.15 164706.45, 531939.9 164713.6, 531941.5 164715.25, 531948.13 164721.33, 531949.3 164722.4, 531953.25 164718.2, 531952.3 164717.25, 531955.05 164714.3, 531956.1 164715.25, 531960.1 164710.95, 531952.3 164703.75))",bi_531946-13_164708-7
202,52401021730047,2,"POLYGON ((531835.06 164556.15, 531835.3 164558.55, 531835.8 164558.5, 531836.43 164564.56, 531844.36 164563.78, 531843.7 164557.6, 531841.05 164557.85, 531841.15 164558.7, 531840.3 164558.8, 531839.98 164555.68, 531835.06 164556.15))",False,5.42,0.160989362552987,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531839.600384145,164560.353800355,3.0,dom,G,D,Electricity,Unknown,RmHeaters,Electricity,Electricity,ImmersionHeater,Suspended,No,Pitched,No,Cavity,No,Double,dom0,False,"[52401021730056, 52401021730103]","MULTILINESTRING ((531835.06 164556.15, 531835.3 164558.55, 531835.8 164558.5, 531836.43 164564.56), (531844.36 164563.78, 531843.7 164557.6, 531841.05 164557.85, 531841.15 164558.7, 531840.3 164558.8, 531839.98 164555.68))","POLYGON ((531835.06 164556.15, 531835.3 164558.55, 531835.8 164558.5, 531836.43 164564.56, 531844.36 164563.78, 531843.7 164557.6, 531841.05 164557.85, 531841.15 164558.7, 531840.3 164558.8, 531839.98 164555.68, 531835.06 164556.15))",bi_531838-89_164549-73
203,52401021730050,3,"POLYGON ((531852.48 164635.87, 531851.74 164630.66, 531842.58 164631.91, 531843.3 164637.08, 531852.48 164635.87))",False,8.67,0.12161468412066,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531847.531261739,164633.879838029,3.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom2,False,[52401021730070],"MULTILINESTRING ((531852.48 164635.87, 531851.74 164630.66), (531842.58 164631.91, 531843.3 164637.08, 531852.48 164635.87))","POLYGON ((531852.48 164635.87, 531851.74 164630.66, 531842.58 164631.91, 531843.3 164637.08, 531852.48 164635.87))",bi_531845-36_164618-6
204,52401021730053,3,"POLYGON ((531863.83 164709.35, 531863.86 164708.1, 531863.9 164705.6, 531855 164705.4, 531854.9 164711.27, 531854.85 164713.85, 531863.75 164714.05, 531863.77 164713.1, 531863.83 164709.35))",False,7.41,0.100365235792019,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531859.376467152,164709.724858318,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Solid Brick,No,Double,dom2,False,[],"LINESTRING (531863.83 164709.35, 531863.86 164708.1, 531863.9 164705.6, 531855 164705.4, 531854.9 164711.27, 531854.85 164713.85, 531863.75 164714.05, 531863.77 164713.1, 531863.83 164709.35)","POLYGON ((531863.83 164709.35, 531863.86 164708.1, 531863.9 164705.6, 531855 164705.4, 531854.9 164711.27, 531854.85 164713.85, 531863.75 164714.05, 531863.77 164713.1, 531863.83 164709.35))",bi_531859-37_164710-31
205,52401021730056,2,"POLYGON ((531844.7 164566.95, 531846.7 164566.8, 531846.33 164563.48, 531846.11 164563.6, 531844.36 164563.78, 531836.43 164564.56, 531837 164570, 531836.25 164570.1, 531836.55 164573.15, 531841.65 164571.8, 531841.35 164568.95, 531842.3 164568.85, 531842.35 164569.55, 531844.95 164569.25, 531844.7 164566.95))",False,4.03,0.107291877317155,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531840.765832677,164567.64662814,3.0,dom,E,B,Electricity,StorageHeaters,Unknown,Mains Gas,Mains Gas,MultiPoint,Solid,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3,False,[52401021730047],"MULTILINESTRING ((531844.7 164566.95, 531846.7 164566.8, 531846.33 164563.48, 531846.11 164563.6, 531844.36 164563.78), (531836.43 164564.56, 531837 164570, 531836.25 164570.1, 531836.55 164573.15, 531841.65 164571.8, 531841.35 164568.95, 531842.3 164568.85, 531842.35 164569.55, 531844.95 164569.25, 531844.7 164566.95))","POLYGON ((531844.7 164566.95, 531846.7 164566.8, 531846.33 164563.48, 531846.11 164563.6, 531844.36 164563.78, 531836.43 164564.56, 531837 164570, 531836.25 164570.1, 531836.55 164573.15, 531841.65 164571.8, 531841.35 164568.95, 531842.3 164568.85, 531842.35 164569.55, 531844.95 164569.25, 531844.7 164566.95))",bi_531838-89_164549-73
206,52401021730058,3,"POLYGON ((531930.35 164647.05, 531929.75 164644.9, 531928.25 164645.3, 531926.89 164645.76, 531921.05 164647.75, 531922.75 164652.72, 531929.85 164650.35, 531931.25 164649.8, 531930.35 164647.05))",False,8.39,0.115675055896348,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531926.178955907,164648.784870718,3.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double,dom2,False,[52401021730126],"MULTILINESTRING ((531930.35 164647.05, 531929.75 164644.9, 531928.25 164645.3, 531926.89 164645.76, 531921.05 164647.75, 531922.75 164652.72), (531931.25 164649.8, 531930.35 164647.05))","POLYGON ((531930.35 164647.05, 531929.75 164644.9, 531928.25 164645.3, 531926.89 164645.76, 531921.05 164647.75, 531922.75 164652.72, 531929.85 164650.35, 531931.25 164649.8, 531930.35 164647.05))",bi_531928-72_164656-36
207,52401021730059,3,"POLYGON ((531927.5 164629.8, 531927.35 164627.4, 531925.9 164627.5, 531918.31 164628.1, 531918.75 164633.62, 531927.76 164632.95, 531927.5 164629.8))",False,8.67,0.174072120456507,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531923.040238281,164630.513128369,3.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double (post 2002),dom2,False,"[52401021730004, 52401021730097]","MULTILINESTRING ((531927.5 164629.8, 531927.35 164627.4), (531918.31 164628.1, 531918.75 164633.62), (531927.76 164632.95, 531927.5 164629.8))","POLYGON ((531927.5 164629.8, 531927.35 164627.4, 531925.9 164627.5, 531918.31 164628.1, 531918.75 164633.62, 531927.76 164632.95, 531927.5 164629.8))",bi_531923-1_164631-38
208,52401021730061,2,"POLYGON ((531887.82 164582.7, 531887.68 164581.64, 531879.29 164582.7, 531879.46 164583.9, 531879.8 164586.35, 531877.85 164586.6, 531877.66 164588.69, 531888.45 164587.31, 531887.82 164582.7))",False,5.56,0.131778397614696,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531883.444341557,164585.223405983,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401021730091, 52401021730119]","MULTILINESTRING ((531887.82 164582.7, 531887.68 164581.64), (531879.29 164582.7, 531879.46 164583.9, 531879.8 164586.35, 531877.85 164586.6, 531877.66 164588.69), (531888.45 164587.31, 531887.82 164582.7))","POLYGON ((531887.82 164582.7, 531887.68 164581.64, 531879.29 164582.7, 531879.46 164583.9, 531879.8 164586.35, 531877.85 164586.6, 531877.66 164588.69, 531888.45 164587.31, 531887.82 164582.7))",bi_531882-47_164574-62
209,52401021730062,2,"POLYGON ((531842.54 164546.73, 531841.9 164540.65, 531839.3 164540.9, 531839.4 164541.75, 531838.6 164541.85, 531838.26 164538.75, 531833.29 164539.2, 531833.55 164541.6, 531834.05 164541.55, 531834.68 164547.52, 531842.54 164546.73))",False,5.32,0.138724641018389,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531837.815883534,164543.347326327,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401021730069, 52401021730103]","MULTILINESTRING ((531842.54 164546.73, 531841.9 164540.65, 531839.3 164540.9, 531839.4 164541.75, 531838.6 164541.85, 531838.26 164538.75), (531833.29 164539.2, 531833.55 164541.6, 531834.05 164541.55, 531834.68 164547.52))","POLYGON ((531842.54 164546.73, 531841.9 164540.65, 531839.3 164540.9, 531839.4 164541.75, 531838.6 164541.85, 531838.26 164538.75, 531833.29 164539.2, 531833.55 164541.6, 531834.05 164541.55, 531834.68 164547.52, 531842.54 164546.73))",bi_531838-89_164549-73
210,52401021730063,2,"POLYGON ((531866.39 164600.5, 531863.85 164600.85, 531863.55 164598.4, 531861.35 164598.31, 531862.83 164609.12, 531867.6 164608.45, 531868.57 164608.31, 531867.49 164600.35, 531866.39 164600.5))",False,5.7,0.100333730631704,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531864.875893725,164604.176981835,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401021730028, 52401021730067]","MULTILINESTRING ((531866.39 164600.5, 531863.85 164600.85, 531863.55 164598.4, 531861.35 164598.31), (531862.83 164609.12, 531867.6 164608.45, 531868.57 164608.31), (531867.49 164600.35, 531866.39 164600.5))","POLYGON ((531866.39 164600.5, 531863.85 164600.85, 531863.55 164598.4, 531861.35 164598.31, 531862.83 164609.12, 531867.6 164608.45, 531868.57 164608.31, 531867.49 164600.35, 531866.39 164600.5))",bi_531867-39_164604-42
211,52401021730064,2,"POLYGON ((531884.3 164642.45, 531894.95 164641.03, 531894.35 164636.4, 531886.27 164637.7, 531886.55 164640, 531884.45 164640.25, 531884.3 164642.45))",False,5.46,0.0989473458344994,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531890.026555099,164639.535228094,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,No,Double (pre 2002),dom3,False,[52401021730016],"LINESTRING (531894.95 164641.03, 531894.35 164636.4, 531886.27 164637.7, 531886.55 164640, 531884.45 164640.25, 531884.3 164642.45)","POLYGON ((531884.3 164642.45, 531894.95 164641.03, 531894.35 164636.4, 531886.27 164637.7, 531886.55 164640, 531884.45 164640.25, 531884.3 164642.45))",bi_531891-68_164647-19
212,52401021730066,2,"POLYGON ((531856.95 164646.67, 531856.31 164642, 531848.21 164643.1, 531848.6 164645.8, 531846.2 164646.15, 531846.16 164648.1, 531856.95 164646.67))",False,5.33,0.106186484896037,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531851.997505299,164645.117456815,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom3,False,[52401021730096],"LINESTRING (531856.95 164646.67, 531856.31 164642, 531848.21 164643.1, 531848.6 164645.8, 531846.2 164646.15, 531846.16 164648.1)","POLYGON ((531856.95 164646.67, 531856.31 164642, 531848.21 164643.1, 531848.6 164645.8, 531846.2 164646.15, 531846.16 164648.1, 531856.95 164646.67))",bi_531853-67_164652-91
213,52401021730067,2,"POLYGON ((531856.95 164601.85, 531858.05 164609.8, 531862.83 164609.12, 531861.35 164598.31, 531861.15 164598.3, 531858.95 164599, 531859.3 164601.5, 531856.95 164601.85))",False,5.35,0.127302138548711,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531859.961942711,164604.662882516,3.0,dom,E,C,Mains Gas,WarmAir,Unknown,None,Electricity,ImmersionHeater,Solid,No,Pitched,Yes,Cavity,No,Double (post 2002),dom3,False,[52401021730063],"MULTILINESTRING ((531856.95 164601.85, 531858.05 164609.8, 531862.83 164609.12), (531861.35 164598.31, 531861.15 164598.3, 531858.95 164599, 531859.3 164601.5, 531856.95 164601.85))","POLYGON ((531856.95 164601.85, 531858.05 164609.8, 531862.83 164609.12, 531861.35 164598.31, 531861.15 164598.3, 531858.95 164599, 531859.3 164601.5, 531856.95 164601.85))",bi_531867-39_164604-42
214,52401021730069,2,"POLYGON ((531833 164530.75, 531833.6 164536.4, 531833 164536.45, 531833.29 164539.2, 531838.26 164538.75, 531837.85 164535.05, 531838.85 164534.95, 531838.95 164535.85, 531841.35 164535.6, 531840.74 164529.94, 531833 164530.75))",False,5.89,0.140685035197941,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531836.781237527,164534.20752825,3.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double,dom0,False,"[52401021730021, 52401021730062]","MULTILINESTRING ((531833 164530.75, 531833.6 164536.4, 531833 164536.45, 531833.29 164539.2), (531838.26 164538.75, 531837.85 164535.05, 531838.85 164534.95, 531838.95 164535.85, 531841.35 164535.6, 531840.74 164529.94))","POLYGON ((531833 164530.75, 531833.6 164536.4, 531833 164536.45, 531833.29 164539.2, 531838.26 164538.75, 531837.85 164535.05, 531838.85 164534.95, 531838.95 164535.85, 531841.35 164535.6, 531840.74 164529.94, 531833 164530.75))",bi_531838-89_164549-73
215,52401021730070,3,"POLYGON ((531842.58 164631.91, 531851.74 164630.66, 531851 164625.51, 531841.86 164626.81, 531842.58 164631.91))",False,8.94,0.239187185660781,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531846.802784765,164628.722016331,3.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Limited,Cavity,No,Double (post 2002),dom2,False,"[52401021730050, 52401021730132]","MULTILINESTRING ((531851.74 164630.66, 531851 164625.51), (531841.86 164626.81, 531842.58 164631.91))","POLYGON ((531842.58 164631.91, 531851.74 164630.66, 531851 164625.51, 531841.86 164626.81, 531842.58 164631.91))",bi_531845-36_164618-6
216,52401021730071,3,"POLYGON ((531941.57 164553.42, 531936.57 164560.73, 531943.01 164565.21, 531948.05 164557.8, 531947.25 164557.26, 531943.72 164554.87, 531942.81 164554.26, 531941.57 164553.42))",False,9.16,0.16707781370606,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531942.305237792,164559.29599099,3.0,dom,D,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,No,Double,dom2,False,"[52401021730030, 52401021730116]","MULTILINESTRING ((531941.57 164553.42, 531936.57 164560.73), (531943.01 164565.21, 531948.05 164557.8, 531947.25 164557.26), (531943.72 164554.87, 531942.81 164554.26, 531941.57 164553.42))","POLYGON ((531941.57 164553.42, 531936.57 164560.73, 531943.01 164565.21, 531948.05 164557.8, 531947.25 164557.26, 531943.72 164554.87, 531942.81 164554.26, 531941.57 164553.42))",bi_531943-92_164556-1
217,52401021730074,2,"POLYGON ((531830 164503.85, 531836.25 164503.15, 531836.07 164501.9, 531835.8 164500, 531835.56 164497.25, 531828.33 164497.84, 531828.5 164500, 531828.75 164501.75, 531828.95 164504, 531830 164503.85))",False,5.44,0.13993606611127,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531832.225613649,164500.561302428,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[],"LINESTRING (531830 164503.85, 531836.25 164503.15, 531836.07 164501.9, 531835.8 164500, 531835.56 164497.25, 531828.33 164497.84, 531828.5 164500, 531828.75 164501.75, 531828.95 164504, 531830 164503.85)","POLYGON ((531830 164503.85, 531836.25 164503.15, 531836.07 164501.9, 531835.8 164500, 531835.56 164497.25, 531828.33 164497.84, 531828.5 164500, 531828.75 164501.75, 531828.95 164504, 531830 164503.85))",bi_531832-27_164500-88
218,52401021730076,3,"POLYGON ((531847.42 164600.52, 531838.35 164601.7, 531839.06 164606.76, 531848.14 164605.54, 531847.42 164600.52))",False,8.67,0.109195644326795,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531843.236904312,164603.631465362,3.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom2,False,[52401021730114],"MULTILINESTRING ((531847.42 164600.52, 531838.35 164601.7, 531839.06 164606.76), (531848.14 164605.54, 531847.42 164600.52))","POLYGON ((531847.42 164600.52, 531838.35 164601.7, 531839.06 164606.76, 531848.14 164605.54, 531847.42 164600.52))",bi_531845-36_164618-6
219,52401021730077,2,"POLYGON ((531839.3 164590.4, 531839.85 164592.6, 531842.1 164592.3, 531842.47 164594.83, 531850.28 164593.72, 531849.69 164589.1, 531839.3 164590.4))",False,5.77,0.146719590284124,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531845.375640938,164591.857994124,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401021730128],"LINESTRING (531839.3 164590.4, 531839.85 164592.6, 531842.1 164592.3, 531842.47 164594.83, 531850.28 164593.72, 531849.69 164589.1)","POLYGON ((531839.3 164590.4, 531839.85 164592.6, 531842.1 164592.3, 531842.47 164594.83, 531850.28 164593.72, 531849.69 164589.1, 531839.3 164590.4))",bi_531845-13_164584-58
220,52401021730078,3,"POLYGON ((531926.7 164619.5, 531926.6 164617.4, 531925.1 164617.4, 531924.4 164617.46, 531917.5 164618, 531917.91 164623.1, 531925.55 164622.5, 531926.95 164622.4, 531926.7 164619.5))",False,9.08,0.150022508461111,dom1,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531922.219930602,164620.198372583,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401021730097],"MULTILINESTRING ((531926.7 164619.5, 531926.6 164617.4, 531925.1 164617.4, 531924.4 164617.46, 531917.5 164618, 531917.91 164623.1), (531926.95 164622.4, 531926.7 164619.5))","POLYGON ((531926.7 164619.5, 531926.6 164617.4, 531925.1 164617.4, 531924.4 164617.46, 531917.5 164618, 531917.91 164623.1, 531925.55 164622.5, 531926.95 164622.4, 531926.7 164619.5))",bi_531923-1_164631-38
221,52401021730081,2,"POLYGON ((531927.75 164613.25, 531928.65 164610.7, 531928.5 164610.65, 531927.3 164610.2, 531920.18 164607.74, 531918.55 164612.45, 531925.07 164614.73, 531925.7 164614.95, 531926.85 164615.35, 531927.75 164613.25))",False,7.86,0.126886068799187,dom3,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531923.583842058,164611.554308401,3.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double (pre 2002),dom3,False,[52401021730037],"MULTILINESTRING ((531927.75 164613.25, 531928.65 164610.7, 531928.5 164610.65), (531920.18 164607.74, 531918.55 164612.45, 531925.07 164614.73, 531925.7 164614.95, 531926.85 164615.35, 531927.75 164613.25))","POLYGON ((531927.75 164613.25, 531928.65 164610.7, 531928.5 164610.65, 531927.3 164610.2, 531920.18 164607.74, 531918.55 164612.45, 531925.07 164614.73, 531925.7 164614.95, 531926.85 164615.35, 531927.75 164613.25))",bi_531926-18_164604-22
222,52401021730083,3,"POLYGON ((531958.03 164508.92, 531961.73 164512.72, 531967.74 164506.77, 531964.14 164502.96, 531958.03 164508.92))",False,8.19,0.05,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531962.901138064,164507.845474064,3.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Cavity,No,Double (pre 2002),dom2,False,"[52401021730041, 52401021730121]","MULTILINESTRING ((531958.03 164508.92, 531961.73 164512.72), (531967.74 164506.77, 531964.14 164502.96))","POLYGON ((531958.03 164508.92, 531961.73 164512.72, 531967.74 164506.77, 531964.14 164502.96, 531958.03 164508.92))",bi_531962-88_164507-84
223,52401021730085,2,"POLYGON ((531884.85 164560.8, 531884.2 164556.05, 531873.8 164557.45, 531874.1 164559.55, 531876.15 164559.3, 531876.51 164561.95, 531884.85 164560.8))",False,5.63,0.129341272889189,dom1,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531879.822133667,164558.932094124,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401021730112],"LINESTRING (531884.85 164560.8, 531884.2 164556.05, 531873.8 164557.45, 531874.1 164559.55, 531876.15 164559.3, 531876.51 164561.95)","POLYGON ((531884.85 164560.8, 531884.2 164556.05, 531873.8 164557.45, 531874.1 164559.55, 531876.15 164559.3, 531876.51 164561.95, 531884.85 164560.8))",bi_531882-47_164574-62
224,52401021730087,3,"POLYGON ((531956.35 164531.6, 531963.27 164536.62, 531966.29 164532.31, 531959.3 164527.4, 531956.35 164531.6))",False,8.45,0.240116723904672,dom3,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531961.316848107,164531.993108198,3.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,No,Double (pre 2002),dom3,False,"[52401021730027, 52401021730137]","MULTILINESTRING ((531963.27 164536.62, 531966.29 164532.31), (531959.3 164527.4, 531956.35 164531.6))","POLYGON ((531956.35 164531.6, 531963.27 164536.62, 531966.29 164532.31, 531959.3 164527.4, 531956.35 164531.6))",bi_531962-93_164529-66
225,52401021730088,3,"POLYGON ((531928.92 164580.05, 531933.45 164573.53, 531931.79 164572.37, 531929.01 164570.44, 531925.8 164568.2, 531921.15 164574.9, 531928.92 164580.05))",False,9.01,0.141668509264582,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531927.313095544,164574.158343955,3.0,dom,C,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,No,Double,dom2,False,"[52401021730030, 52401021730127]","LINESTRING (531931.79 164572.37, 531929.01 164570.44, 531925.8 164568.2, 531921.15 164574.9, 531928.92 164580.05)","POLYGON ((531928.92 164580.05, 531933.45 164573.53, 531931.79 164572.37, 531929.01 164570.44, 531925.8 164568.2, 531921.15 164574.9, 531928.92 164580.05))",bi_531943-92_164556-1
226,52401021730091,2,"POLYGON ((531887.68 164581.64, 531887.03 164576.92, 531876.25 164578.35, 531877.05 164580.5, 531878.95 164580.25, 531879.29 164582.7, 531887.68 164581.64))",False,5.53,0.21279746835443,dom0,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531882.580062752,164579.759333905,3.0,dom,D,B,Electricity,StorageHeaters,Unknown,Electricity,Mains Gas,MultiPoint,Solid,No,Pitched,Yes,System,Partial,Double,dom0,False,"[52401021730003, 52401021730061]","MULTILINESTRING ((531887.68 164581.64, 531887.03 164576.92), (531876.25 164578.35, 531877.05 164580.5, 531878.95 164580.25, 531879.29 164582.7))","POLYGON ((531887.68 164581.64, 531887.03 164576.92, 531876.25 164578.35, 531877.05 164580.5, 531878.95 164580.25, 531879.29 164582.7, 531887.68 164581.64))",bi_531882-47_164574-62
227,52401021730092,3,"POLYGON ((531929.53 164512.75, 531921.17 164513.19, 531921.43 164518.69, 531929.74 164518.25, 531929.53 164512.75))",False,9.0,0.150267833760808,dom1,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531925.467050205,164515.717274294,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401021730010, 52401021730101]","MULTILINESTRING ((531921.17 164513.19, 531921.43 164518.69), (531929.74 164518.25, 531929.53 164512.75))","POLYGON ((531929.53 164512.75, 531921.17 164513.19, 531921.43 164518.69, 531929.74 164518.25, 531929.53 164512.75))",bi_531925-35_164512-97
228,52401021730093,3,"POLYGON ((531920.93 164508, 531929.33 164507.5, 531929.12 164501.9, 531920.67 164502.49, 531920.93 164508))",False,9.06,0.159151873767258,dom2,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531925.023311439,164504.968844146,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (pre 2002),dom2,False,[52401021730010],"LINESTRING (531929.33 164507.5, 531929.12 164501.9, 531920.67 164502.49, 531920.93 164508)","POLYGON ((531920.93 164508, 531929.33 164507.5, 531929.12 164501.9, 531920.67 164502.49, 531920.93 164508))",bi_531925-35_164512-97
